Location_ID,City,Province,Address,Latitude,Longitude,Avg_Income,Traffic_Daily,Competitors,Rent_Per_Year,AI_Score,Grade,Verdict
ID_10509,Batam,Kep. Riau,"Jl. Gatot Subroto No. 199, Batam",1.164768,103.980393,3074612,27754,51,85921190,81,B,Potensial ✅
ID_10510,Ambon,Maluku,"Jl. Merdeka No. 58, Ambon",-3.652476,128.209702,4025270,15273,54,80028122,59,C,Cukup (Perlu Strategi) ⚠️
ID_10511,Kupang,NTT,"Jl. Cikini Raya No. 48, Kupang",-10.208226,123.643554,7007029,8958,52,69879232,57,C,Cukup (Perlu Strategi) ⚠️
ID_10512,Jakarta Pusat,DKI Jakarta,"Jl. Cikini Raya No. 66, Jakarta Pusat",-6.128198,106.801601,3416909,20203,99,77506381,43,D,Tidak Disarankan ❌
ID_10513,Denpasar,Bali,"Jl. Jend. Sudirman No. 200, Denpasar",-8.627984,115.213165,6270414,16167,89,64463323,66,C,Cukup (Perlu Strategi) ⚠️
ID_10514,Tangerang Selatan,Banten,"Jl. Raden Saleh No. 75, Tangerang Selatan",-6.322798,106.771469,6673968,12637,45,92113673,68,C,Cukup (Perlu Strategi) ⚠️
ID_10515,Medan,Sumatera Utara,"Jl. Gajah Mada No. 113, Medan",3.571917,98.615824,5207879,11549,61,60329735,60,C,Cukup (Perlu Strategi) ⚠️
ID_10516,Samarinda,Kalimantan Timur,"Jl. Cikini Raya No. 196, Samarinda",-0.566319,117.194031,3505508,18164,75,47619377,64,C,Cukup (Perlu Strategi) ⚠️
ID_10517,Batam,Kep. Riau,"Jl. Hayam Wuruk No. 62, Batam",1.062827,104.035253,5389683,17495,51,81653200,60,C,Cukup (Perlu Strategi) ⚠️
ID_10518,Semarang,Jawa Tengah,"Jl. Merdeka No. 22, Semarang",-6.938201,110.475199,8582012,16326,61,101733093,74,B,Potensial ✅
ID_10519,Medan,Sumatera Utara,"Jl. Sisingamangaraja No. 9, Medan",3.615152,98.707806,2800000,10059,79,40549764,44,D,Tidak Disarankan ❌
ID_10520,Makassar,Sulawesi Selatan,"Jl. Kemang No. 75, Makassar",-5.12995,119.427137,5067166,16377,72,117204600,45,D,Tidak Disarankan ❌
ID_10521,Medan,Sumatera Utara,"Jl. Kemang No. 152, Medan",3.618107,98.681497,3106999,15359,90,59321357,47,D,Tidak Disarankan ❌
ID_10522,Denpasar,Bali,"Jl. Imam Bonjol No. 20, Denpasar",-8.710013,115.199346,3982412,18072,115,71763718,50,D,Tidak Disarankan ❌
ID_10523,Surabaya,Jawa Timur,"Jl. Imam Bonjol No. 160, Surabaya",-7.261114,112.79298,7709614,9443,63,82955393,59,C,Cukup (Perlu Strategi) ⚠️
ID_10524,Semarang,Jawa Tengah,"Jl. Ahmad Yani No. 24, Semarang",-6.940134,110.434662,5543283,14670,62,88173992,53,D,Tidak Disarankan ❌
ID_10525,Yogyakarta,DI Yogyakarta,"Jl. Hayam Wuruk No. 196, Yogyakarta",-7.723925,110.371506,5936081,5385,21,19173538,83,B,Potensial ✅
ID_10526,Malang,Jawa Timur,"Jl. Pattimura No. 33, Malang",-7.96229,112.623888,4352593,17418,69,44086571,76,B,Potensial ✅
ID_10527,Bandar Lampung,Lampung,"Jl. Raden Saleh No. 124, Bandar Lampung",-5.44412,105.311663,2800000,13311,54,47681427,62,C,Cukup (Perlu Strategi) ⚠️
ID_10528,Yogyakarta,DI Yogyakarta,"Jl. Hayam Wuruk No. 82, Yogyakarta",-7.796355,110.262997,3546645,3658,35,41551958,57,C,Cukup (Perlu Strategi) ⚠️
ID_10529,Ambon,Maluku,"Jl. Imam Bonjol No. 177, Ambon",-3.684393,128.142812,4833435,12324,19,23573405,85,A,Sangat Direkomendasikan ⭐
ID_10530,Bandar Lampung,Lampung,"Jl. Diponegoro No. 180, Bandar Lampung",-5.408006,105.315173,3777127,5499,53,50860409,49,D,Tidak Disarankan ❌
ID_10531,Manado,Sulawesi Utara,"Jl. Gajah Mada No. 197, Manado",1.379423,124.83939,5118481,5484,48,34596531,56,C,Cukup (Perlu Strategi) ⚠️
ID_10532,Palembang,Sumatera Selatan,"Jl. Ahmad Yani No. 153, Palembang",-2.922573,104.752667,6273983,12369,66,110052082,41,D,Tidak Disarankan ❌
ID_10533,Kupang,NTT,"Jl. Pasteur No. 139, Kupang",-10.189293,123.528474,4809117,9467,51,37544767,72,B,Potensial ✅
ID_10534,Surabaya,Jawa Timur,"Jl. Gatot Subroto No. 139, Surabaya",-7.248158,112.762359,6292412,17807,60,116034186,58,C,Cukup (Perlu Strategi) ⚠️
ID_10535,Denpasar,Bali,"Jl. Merdeka No. 85, Denpasar",-8.651125,115.236892,5623803,17210,21,50720667,90,A,Sangat Direkomendasikan ⭐
ID_10536,Bandung,Jawa Barat,"Jl. Kemang No. 28, Bandung",-6.926701,107.614805,3626608,15924,55,111119329,36,D,Tidak Disarankan ❌
ID_10537,Medan,Sumatera Utara,"Jl. Gatot Subroto No. 167, Medan",3.559143,98.721328,4973845,13421,31,48828256,80,B,Potensial ✅
ID_10538,Tangerang Selatan,Banten,"Jl. Pahlawan No. 48, Tangerang Selatan",-6.357965,106.727171,7238290,10814,105,81384495,43,D,Tidak Disarankan ❌
ID_10539,Bandung,Jawa Barat,"Jl. Diponegoro No. 84, Bandung",-6.853891,107.650199,5815853,12646,69,92056434,55,C,Cukup (Perlu Strategi) ⚠️
ID_10540,Jayapura,Papua,"Jl. Jend. Sudirman No. 17, Jayapura",-2.598221,140.643669,3602619,7086,33,62372193,57,C,Cukup (Perlu Strategi) ⚠️
ID_10541,Jayapura,Papua,"Jl. Imam Bonjol No. 166, Jayapura",-2.65404,140.660895,3155237,14944,64,77432903,40,D,Tidak Disarankan ❌
ID_10542,Manado,Sulawesi Utara,"Jl. Cikini Raya No. 187, Manado",1.497221,124.834348,2800000,10273,25,58924743,60,C,Cukup (Perlu Strategi) ⚠️
ID_10543,Medan,Sumatera Utara,"Jl. Gatot Subroto No. 97, Medan",3.526296,98.647807,4511908,8858,70,96243792,39,D,Tidak Disarankan ❌
ID_10544,Samarinda,Kalimantan Timur,"Jl. Kemang No. 120, Samarinda",-0.473553,117.208713,6589372,18550,45,59866889,89,A,Sangat Direkomendasikan ⭐
ID_10545,Makassar,Sulawesi Selatan,"Jl. Hayam Wuruk No. 54, Makassar",-5.111019,119.453451,6360087,14650,68,61861922,73,B,Potensial ✅
ID_10546,Semarang,Jawa Tengah,"Jl. Imam Bonjol No. 154, Semarang",-6.998371,110.410769,7088106,17711,68,55477804,86,A,Sangat Direkomendasikan ⭐
ID_10547,Tangerang Selatan,Banten,"Jl. Jend. Sudirman No. 84, Tangerang Selatan",-6.341061,106.807978,7915632,16045,41,87138834,70,B,Potensial ✅
ID_10548,Balikpapan,Kalimantan Timur,"Jl. Pasteur No. 185, Balikpapan",-1.168768,116.896149,6679082,20003,96,74112408,62,C,Cukup (Perlu Strategi) ⚠️
ID_10549,Batam,Kep. Riau,"Jl. Sisingamangaraja No. 156, Batam",1.106694,104.010638,4026716,16780,39,74859221,69,C,Cukup (Perlu Strategi) ⚠️
ID_10550,Makassar,Sulawesi Selatan,"Jl. Pahlawan No. 117, Makassar",-5.185997,119.395976,3426361,13318,86,60148080,42,D,Tidak Disarankan ❌
ID_10551,Tangerang Selatan,Banten,"Jl. Diponegoro No. 194, Tangerang Selatan",-6.328774,106.776524,6049968,15431,81,62651918,63,C,Cukup (Perlu Strategi) ⚠️
ID_10552,Jakarta Selatan,DKI Jakarta,"Jl. Jend. Sudirman No. 174, Jakarta Selatan",-6.252648,106.825698,7362131,18112,90,118025702,49,D,Tidak Disarankan ❌
ID_10553,Ambon,Maluku,"Jl. Kemang No. 153, Ambon",-3.68913,128.164567,3571660,6084,83,71159700,34,D,Tidak Disarankan ❌
ID_10554,Denpasar,Bali,"Jl. Raden Saleh No. 59, Denpasar",-8.639409,115.224738,9521753,10163,33,51721675,91,A,Sangat Direkomendasikan ⭐
ID_10555,Denpasar,Bali,"Jl. Gajah Mada No. 53, Denpasar",-8.65819,115.211354,2800000,11394,14,51352316,67,C,Cukup (Perlu Strategi) ⚠️
ID_10556,Malang,Jawa Timur,"Jl. Sisingamangaraja No. 112, Malang",-7.92699,112.607037,3647202,10925,28,51647634,60,C,Cukup (Perlu Strategi) ⚠️
ID_10557,Ambon,Maluku,"Jl. Diponegoro No. 117, Ambon",-3.662983,128.208085,4054149,7805,71,62686285,49,D,Tidak Disarankan ❌
ID_10558,Tangerang Selatan,Banten,"Jl. Ahmad Yani No. 55, Tangerang Selatan",-6.350488,106.739668,6347908,14726,71,87662664,52,D,Tidak Disarankan ❌
ID_10559,Denpasar,Bali,"Jl. Jend. Sudirman No. 4, Denpasar",-8.694484,115.245553,5816724,16206,62,60295757,71,B,Potensial ✅
ID_10560,Samarinda,Kalimantan Timur,"Jl. Hayam Wuruk No. 180, Samarinda",-0.579002,117.214366,2800000,11476,83,86785893,36,D,Tidak Disarankan ❌
ID_10561,Jakarta Selatan,DKI Jakarta,"Jl. Diponegoro No. 74, Jakarta Selatan",-6.273218,106.867999,6504689,12520,89,82082241,51,D,Tidak Disarankan ❌
ID_10562,Jakarta Pusat,DKI Jakarta,"Jl. Kemang No. 30, Jakarta Pusat",-6.151865,106.822915,6990803,25513,56,113158637,80,B,Potensial ✅
ID_10563,Jakarta Pusat,DKI Jakarta,"Jl. Merdeka No. 177, Jakarta Pusat",-6.147042,106.79521,3928650,15890,63,110636958,41,D,Tidak Disarankan ❌
ID_10564,Surabaya,Jawa Timur,"Jl. Imam Bonjol No. 49, Surabaya",-7.230044,112.738484,7010950,19627,28,41285468,99,A,Sangat Direkomendasikan ⭐
ID_10565,Semarang,Jawa Tengah,"Jl. Ahmad Yani No. 103, Semarang",-6.929944,110.408349,7313896,15148,52,28111357,97,A,Sangat Direkomendasikan ⭐
ID_10566,Makassar,Sulawesi Selatan,"Jl. Kemang No. 109, Makassar",-5.076593,119.444792,6435385,19403,71,79643807,63,C,Cukup (Perlu Strategi) ⚠️
ID_10567,Medan,Sumatera Utara,"Jl. Raden Saleh No. 112, Medan",3.553788,98.725975,4936547,21428,38,86730963,67,C,Cukup (Perlu Strategi) ⚠️
ID_10568,Denpasar,Bali,"Jl. Gatot Subroto No. 8, Denpasar",-8.693989,115.240267,5768135,18151,32,60634200,86,A,Sangat Direkomendasikan ⭐
ID_10569,Jayapura,Papua,"Jl. Pattimura No. 178, Jayapura",-2.640868,140.614607,2800000,10200,45,22699706,65,C,Cukup (Perlu Strategi) ⚠️
ID_10570,Jakarta Selatan,DKI Jakarta,"Jl. Gatot Subroto No. 91, Jakarta Selatan",-6.182239,106.783211,3926656,22572,62,122741892,45,D,Tidak Disarankan ❌
ID_10571,Jakarta Selatan,DKI Jakarta,"Jl. Ahmad Yani No. 157, Jakarta Selatan",-6.271383,106.827723,12077439,20053,98,66237777,89,A,Sangat Direkomendasikan ⭐
ID_10572,Tangerang Selatan,Banten,"Jl. Pasteur No. 140, Tangerang Selatan",-6.357906,106.729771,5561507,20618,52,96706496,59,C,Cukup (Perlu Strategi) ⚠️
ID_10573,Surabaya,Jawa Timur,"Jl. Ahmad Yani No. 149, Surabaya",-7.213935,112.679413,8929908,20352,49,113845343,76,B,Potensial ✅
ID_10574,Kupang,NTT,"Jl. Gatot Subroto No. 71, Kupang",-10.17468,123.616495,3059118,21484,51,28624454,91,A,Sangat Direkomendasikan ⭐
ID_10575,Jayapura,Papua,"Jl. Pattimura No. 136, Jayapura",-2.607992,140.632786,5467195,12740,51,61457556,69,C,Cukup (Perlu Strategi) ⚠️
ID_10576,Denpasar,Bali,"Jl. Gatot Subroto No. 173, Denpasar",-8.651424,115.168302,5639506,9074,40,62085635,60,C,Cukup (Perlu Strategi) ⚠️
ID_10577,Tangerang Selatan,Banten,"Jl. Pasteur No. 109, Tangerang Selatan",-6.323827,106.756792,9344154,21217,67,100509635,81,B,Potensial ✅
ID_10578,Jayapura,Papua,"Jl. Diponegoro No. 155, Jayapura",-2.614612,140.632564,3886665,14935,46,36024085,79,B,Potensial ✅
ID_10579,Jakarta Pusat,DKI Jakarta,"Jl. Raden Saleh No. 186, Jakarta Pusat",-6.175844,106.801889,4605541,21241,103,125462982,38,D,Tidak Disarankan ❌
ID_10580,Medan,Sumatera Utara,"Jl. Ahmad Yani No. 143, Medan",3.57063,98.658725,7864122,9010,43,85757165,66,C,Cukup (Perlu Strategi) ⚠️
ID_10581,Tangerang Selatan,Banten,"Jl. Cikini Raya No. 7, Tangerang Selatan",-6.327781,106.736599,5883903,15176,61,89201924,58,C,Cukup (Perlu Strategi) ⚠️
ID_10582,Medan,Sumatera Utara,"Jl. Kemang No. 108, Medan",3.575313,98.698847,7002185,18150,70,68069506,83,B,Potensial ✅
ID_10583,Jakarta Selatan,DKI Jakarta,"Jl. Gajah Mada No. 145, Jakarta Selatan",-6.253934,106.772658,7848404,16573,78,81277667,76,B,Potensial ✅
ID_10584,Palembang,Sumatera Selatan,"Jl. Pattimura No. 86, Palembang",-2.994241,104.711729,5295306,19241,54,44304303,87,A,Sangat Direkomendasikan ⭐
ID_10585,Ambon,Maluku,"Jl. Merdeka No. 68, Ambon",-3.719902,128.221571,5799719,18676,34,60832515,91,A,Sangat Direkomendasikan ⭐
ID_10586,Jakarta Selatan,DKI Jakarta,"Jl. Pahlawan No. 79, Jakarta Selatan",-6.294904,106.731177,4396714,17518,55,99900808,59,C,Cukup (Perlu Strategi) ⚠️
ID_10587,Bandung,Jawa Barat,"Jl. Pattimura No. 100, Bandung",-6.941614,107.695179,5194996,9274,50,102225078,35,D,Tidak Disarankan ❌
ID_10588,Manado,Sulawesi Utara,"Jl. Kemang No. 72, Manado",1.484572,124.864681,4012514,10687,44,49143063,59,C,Cukup (Perlu Strategi) ⚠️
ID_10589,Batam,Kep. Riau,"Jl. Pattimura No. 3, Batam",1.12246,104.047072,3129918,21448,76,99391986,50,D,Tidak Disarankan ❌
ID_10590,Samarinda,Kalimantan Timur,"Jl. Antasari No. 25, Samarinda",-0.48442,117.138276,6797016,19184,128,55972334,63,C,Cukup (Perlu Strategi) ⚠️
ID_10591,Jakarta Pusat,DKI Jakarta,"Jl. Ahmad Yani No. 124, Jakarta Pusat",-6.106124,106.84167,7071694,14230,88,113027694,39,D,Tidak Disarankan ❌
ID_10592,Bandar Lampung,Lampung,"Jl. Pahlawan No. 197, Bandar Lampung",-5.399361,105.313284,3945480,15674,48,52762266,74,B,Potensial ✅
ID_10593,Surabaya,Jawa Timur,"Jl. Ahmad Yani No. 175, Surabaya",-7.32279,112.83854,8911772,19507,98,50012941,90,A,Sangat Direkomendasikan ⭐
ID_10594,Balikpapan,Kalimantan Timur,"Jl. Kemang No. 104, Balikpapan",-1.23012,116.780226,4705605,15349,68,103045394,43,D,Tidak Disarankan ❌
ID_10595,Padang,Sumatera Barat,"Jl. Kemang No. 52, Padang",-0.925902,100.429444,2800000,14550,72,55258944,52,D,Tidak Disarankan ❌
ID_10596,Palembang,Sumatera Selatan,"Jl. Sisingamangaraja No. 18, Palembang",-2.971719,104.788986,4310661,17732,46,60567441,67,C,Cukup (Perlu Strategi) ⚠️
ID_10597,Yogyakarta,DI Yogyakarta,"Jl. Pahlawan No. 70, Yogyakarta",-7.805763,110.372103,5242258,14464,63,31131982,76,B,Potensial ✅
ID_10598,Manado,Sulawesi Utara,"Jl. Antasari No. 109, Manado",1.45304,124.850656,3694971,15720,56,60593709,58,C,Cukup (Perlu Strategi) ⚠️
ID_10599,Samarinda,Kalimantan Timur,"Jl. Raden Saleh No. 34, Samarinda",-0.526731,117.192618,4322483,12032,44,82254332,46,D,Tidak Disarankan ❌
ID_10600,Ambon,Maluku,"Jl. Antasari No. 53, Ambon",-3.655577,128.144588,2800000,9163,54,55727621,47,D,Tidak Disarankan ❌
ID_10601,Jakarta Pusat,DKI Jakarta,"Jl. Antasari No. 108, Jakarta Pusat",-6.175314,106.863031,9730920,15623,66,85892457,85,A,Sangat Direkomendasikan ⭐
ID_10602,Medan,Sumatera Utara,"Jl. Antasari No. 8, Medan",3.550917,98.700716,4152456,11210,66,40268657,60,C,Cukup (Perlu Strategi) ⚠️
ID_10603,Pontianak,Kalimantan Barat,"Jl. Jend. Sudirman No. 177, Pontianak",-0.020336,109.302162,3033628,13235,34,75753945,50,D,Tidak Disarankan ❌
ID_10604,Tangerang Selatan,Banten,"Jl. Ahmad Yani No. 112, Tangerang Selatan",-6.331684,106.818727,5584823,22241,94,116101780,53,D,Tidak Disarankan ❌
ID_10605,Tangerang Selatan,Banten,"Jl. Gajah Mada No. 46, Tangerang Selatan",-6.336382,106.649412,6605241,14201,88,65940353,56,C,Cukup (Perlu Strategi) ⚠️
ID_10606,Semarang,Jawa Tengah,"Jl. Kemang No. 63, Semarang",-6.94685,110.390221,3525833,7774,71,75217023,26,D,Tidak Disarankan ❌
ID_10607,Palembang,Sumatera Selatan,"Jl. Imam Bonjol No. 169, Palembang",-3.009283,104.726418,5411973,8407,45,64471490,58,C,Cukup (Perlu Strategi) ⚠️
ID_10608,Tangerang Selatan,Banten,"Jl. Pahlawan No. 151, Tangerang Selatan",-6.287506,106.643537,6720281,17518,91,65947781,74,B,Potensial ✅
ID_10609,Makassar,Sulawesi Selatan,"Jl. Gajah Mada No. 43, Makassar",-5.100111,119.393877,5153954,14260,44,71287147,71,B,Potensial ✅
ID_10610,Bandar Lampung,Lampung,"Jl. Imam Bonjol No. 159, Bandar Lampung",-5.305216,105.238384,4835859,8726,16,70236526,56,C,Cukup (Perlu Strategi) ⚠️
ID_10611,Jakarta Selatan,DKI Jakarta,"Jl. Raden Saleh No. 36, Jakarta Selatan",-6.297192,106.787009,8151599,15865,46,86553151,77,B,Potensial ✅
ID_10612,Padang,Sumatera Barat,"Jl. Sisingamangaraja No. 158, Padang",-0.923602,100.431037,2800000,9705,50,48541070,44,D,Tidak Disarankan ❌
ID_10613,Padang,Sumatera Barat,"Jl. Antasari No. 63, Padang",-0.969391,100.435555,3483994,3876,30,44237247,54,D,Tidak Disarankan ❌
ID_10614,Surabaya,Jawa Timur,"Jl. Diponegoro No. 55, Surabaya",-7.246755,112.743803,10241632,17427,69,111359940,70,B,Potensial ✅
ID_10615,Bandung,Jawa Barat,"Jl. Hayam Wuruk No. 70, Bandung",-6.848331,107.603084,4848050,12147,106,81164208,31,D,Tidak Disarankan ❌
ID_10616,Makassar,Sulawesi Selatan,"Jl. Imam Bonjol No. 128, Makassar",-5.201449,119.396351,5074984,10209,56,78441911,48,D,Tidak Disarankan ❌
ID_10617,Manado,Sulawesi Utara,"Jl. Gatot Subroto No. 23, Manado",1.474077,124.79591,5115583,14202,53,39224002,76,B,Potensial ✅
ID_10618,Palembang,Sumatera Selatan,"Jl. Hayam Wuruk No. 13, Palembang",-2.984071,104.728004,4051891,13315,30,89794912,59,C,Cukup (Perlu Strategi) ⚠️
ID_10619,Bandung,Jawa Barat,"Jl. Raden Saleh No. 136, Bandung",-6.893952,107.722603,5999675,14255,74,55476602,65,C,Cukup (Perlu Strategi) ⚠️
ID_10620,Surabaya,Jawa Timur,"Jl. Pasteur No. 161, Surabaya",-7.31254,112.685325,7967645,22605,82,114890653,61,C,Cukup (Perlu Strategi) ⚠️
ID_10621,Balikpapan,Kalimantan Timur,"Jl. Pasteur No. 53, Balikpapan",-1.203576,116.902605,3374107,15857,40,56334554,66,C,Cukup (Perlu Strategi) ⚠️
ID_10622,Jakarta Pusat,DKI Jakarta,"Jl. Imam Bonjol No. 41, Jakarta Pusat",-6.187406,106.82108,8367994,28234,69,108854223,88,A,Sangat Direkomendasikan ⭐
ID_10623,Pontianak,Kalimantan Barat,"Jl. Pasteur No. 190, Pontianak",-0.031433,109.369226,7407815,9060,56,24553060,74,B,Potensial ✅
ID_10624,Kupang,NTT,"Jl. Pahlawan No. 33, Kupang",-10.116574,123.680142,6184321,14069,29,59163366,75,B,Potensial ✅
ID_10625,Tangerang Selatan,Banten,"Jl. Pattimura No. 147, Tangerang Selatan",-6.29108,106.715753,4906756,25954,39,65355774,88,A,Sangat Direkomendasikan ⭐
ID_10626,Jakarta Selatan,DKI Jakarta,"Jl. Kemang No. 189, Jakarta Selatan",-6.286049,106.818591,5389013,24443,86,83868423,66,C,Cukup (Perlu Strategi) ⚠️
ID_10627,Malang,Jawa Timur,"Jl. Imam Bonjol No. 41, Malang",-7.942668,112.635838,6408110,8063,34,75141064,54,D,Tidak Disarankan ❌
ID_10628,Balikpapan,Kalimantan Timur,"Jl. Ahmad Yani No. 78, Balikpapan",-1.300604,116.852367,2800000,15443,66,58510777,59,C,Cukup (Perlu Strategi) ⚠️
ID_10629,Jayapura,Papua,"Jl. Antasari No. 5, Jayapura",-2.590765,140.644119,4606123,15365,54,71975389,62,C,Cukup (Perlu Strategi) ⚠️
ID_10630,Tangerang Selatan,Banten,"Jl. Diponegoro No. 113, Tangerang Selatan",-6.368355,106.697374,6567348,23892,107,97647982,69,C,Cukup (Perlu Strategi) ⚠️
ID_10631,Kupang,NTT,"Jl. Ahmad Yani No. 164, Kupang",-10.102874,123.573784,3833705,13090,22,33188102,72,B,Potensial ✅
ID_10632,Pontianak,Kalimantan Barat,"Jl. Kemang No. 185, Pontianak",-0.065071,109.304141,3997900,10141,45,70681734,56,C,Cukup (Perlu Strategi) ⚠️
ID_10633,Manado,Sulawesi Utara,"Jl. Gatot Subroto No. 125, Manado",1.491217,124.838768,2800000,9804,23,62032845,52,D,Tidak Disarankan ❌
ID_10634,Padang,Sumatera Barat,"Jl. Ahmad Yani No. 25, Padang",-0.98996,100.434263,3830942,10983,48,55148432,62,C,Cukup (Perlu Strategi) ⚠️
ID_10635,Batam,Kep. Riau,"Jl. Imam Bonjol No. 133, Batam",1.139831,104.023823,4266098,12812,86,62548944,46,D,Tidak Disarankan ❌
ID_10636,Bandung,Jawa Barat,"Jl. Hayam Wuruk No. 8, Bandung",-6.872792,107.584797,5252072,9336,45,63834468,61,C,Cukup (Perlu Strategi) ⚠️
ID_10637,Ambon,Maluku,"Jl. Hayam Wuruk No. 64, Ambon",-3.688083,128.171241,3001400,8160,68,59901294,35,D,Tidak Disarankan ❌
ID_10638,Jakarta Pusat,DKI Jakarta,"Jl. Cikini Raya No. 96, Jakarta Pusat",-6.222946,106.927403,3634365,14660,72,105454291,34,D,Tidak Disarankan ❌
ID_10639,Balikpapan,Kalimantan Timur,"Jl. Hayam Wuruk No. 155, Balikpapan",-1.240456,116.869971,6483141,21624,80,92548455,64,C,Cukup (Perlu Strategi) ⚠️
ID_10640,Palembang,Sumatera Selatan,"Jl. Kemang No. 100, Palembang",-3.051658,104.774086,4187077,17985,48,61010764,75,B,Potensial ✅
ID_10641,Jakarta Pusat,DKI Jakarta,"Jl. Pattimura No. 68, Jakarta Pusat",-6.226262,106.868485,7754014,14985,67,86734177,72,B,Potensial ✅
ID_10642,Tangerang Selatan,Banten,"Jl. Gajah Mada No. 101, Tangerang Selatan",-6.343559,106.727682,7563729,20123,50,109434560,65,C,Cukup (Perlu Strategi) ⚠️
ID_10643,Ambon,Maluku,"Jl. Imam Bonjol No. 192, Ambon",-3.71262,128.200175,7079136,8644,53,25210000,73,B,Potensial ✅
ID_10644,Medan,Sumatera Utara,"Jl. Ahmad Yani No. 83, Medan",3.641615,98.689311,6155859,12424,83,54153678,62,C,Cukup (Perlu Strategi) ⚠️
ID_10645,Jakarta Selatan,DKI Jakarta,"Jl. Ahmad Yani No. 95, Jakarta Selatan",-6.267832,106.750885,6656812,19729,81,91565049,70,B,Potensial ✅
ID_10646,Semarang,Jawa Tengah,"Jl. Cikini Raya No. 98, Semarang",-6.943012,110.433734,5571813,6272,51,70648155,49,D,Tidak Disarankan ❌
ID_10647,Kupang,NTT,"Jl. Diponegoro No. 85, Kupang",-10.1843,123.633267,4916780,17208,56,47534128,71,B,Potensial ✅
ID_10648,Tangerang Selatan,Banten,"Jl. Jend. Sudirman No. 4, Tangerang Selatan",-6.259141,106.728285,9040512,25631,50,71145379,99,A,Sangat Direkomendasikan ⭐
ID_10649,Bandung,Jawa Barat,"Jl. Gatot Subroto No. 73, Bandung",-6.926111,107.573154,3510967,15275,33,15843153,84,B,Potensial ✅
ID_10650,Samarinda,Kalimantan Timur,"Jl. Merdeka No. 117, Samarinda",-0.517238,117.148229,5013917,10877,67,40753040,69,C,Cukup (Perlu Strategi) ⚠️
ID_10651,Balikpapan,Kalimantan Timur,"Jl. Sisingamangaraja No. 102, Balikpapan",-1.216952,116.796471,7652229,11766,63,52205398,75,B,Potensial ✅
ID_10652,Palembang,Sumatera Selatan,"Jl. Gajah Mada No. 39, Palembang",-2.979738,104.749947,2800000,20766,31,83895573,70,B,Potensial ✅
ID_10653,Bandung,Jawa Barat,"Jl. Raden Saleh No. 181, Bandung",-6.944985,107.60022,5529081,13996,72,80258305,55,C,Cukup (Perlu Strategi) ⚠️
ID_10654,Medan,Sumatera Utara,"Jl. Antasari No. 70, Medan",3.662613,98.707585,3711853,14530,81,124125430,24,D,Tidak Disarankan ❌
ID_10655,Semarang,Jawa Tengah,"Jl. Sisingamangaraja No. 107, Semarang",-6.983142,110.366318,2800000,12916,70,66884251,39,D,Tidak Disarankan ❌
ID_10656,Jakarta Pusat,DKI Jakarta,"Jl. Raden Saleh No. 22, Jakarta Pusat",-6.255158,106.798446,7143533,18107,78,50038683,75,B,Potensial ✅
ID_10657,Padang,Sumatera Barat,"Jl. Gatot Subroto No. 165, Padang",-0.981871,100.401921,3515898,2003,46,51699988,39,D,Tidak Disarankan ❌
ID_10658,Bandar Lampung,Lampung,"Jl. Pasteur No. 28, Bandar Lampung",-5.390689,105.209705,2800000,11463,70,15000000,69,C,Cukup (Perlu Strategi) ⚠️
ID_10659,Tangerang Selatan,Banten,"Jl. Pasteur No. 28, Tangerang Selatan",-6.286589,106.68401,10338651,20896,86,97652316,83,B,Potensial ✅
ID_10660,Bandung,Jawa Barat,"Jl. Imam Bonjol No. 75, Bandung",-6.944143,107.601789,6998142,12952,70,80750464,66,C,Cukup (Perlu Strategi) ⚠️
ID_10661,Yogyakarta,DI Yogyakarta,"Jl. Kemang No. 94, Yogyakarta",-7.792444,110.395532,2800000,9292,43,59271409,46,D,Tidak Disarankan ❌
ID_10662,Samarinda,Kalimantan Timur,"Jl. Pahlawan No. 170, Samarinda",-0.430853,117.092892,7692139,18187,55,69797808,90,A,Sangat Direkomendasikan ⭐
ID_10663,Samarinda,Kalimantan Timur,"Jl. Diponegoro No. 122, Samarinda",-0.507617,117.11982,3976473,19666,61,95084488,52,D,Tidak Disarankan ❌
ID_10664,Manado,Sulawesi Utara,"Jl. Sisingamangaraja No. 130, Manado",1.43122,124.837944,3269251,16149,52,70536442,50,D,Tidak Disarankan ❌
ID_10665,Balikpapan,Kalimantan Timur,"Jl. Gajah Mada No. 16, Balikpapan",-1.201403,116.899062,7297835,15349,62,84168159,67,C,Cukup (Perlu Strategi) ⚠️
ID_10666,Jayapura,Papua,"Jl. Pahlawan No. 93, Jayapura",-2.530692,140.657354,6392507,14364,51,71078955,69,C,Cukup (Perlu Strategi) ⚠️
ID_10667,Manado,Sulawesi Utara,"Jl. Raden Saleh No. 184, Manado",1.426551,124.866475,7139403,8661,21,31797156,87,A,Sangat Direkomendasikan ⭐
ID_10668,Denpasar,Bali,"Jl. Gatot Subroto No. 182, Denpasar",-8.694656,115.1704,5857084,17677,28,73534579,83,B,Potensial ✅
ID_10669,Ambon,Maluku,"Jl. Kemang No. 107, Ambon",-3.713807,128.133334,2800000,9146,59,53928411,51,D,Tidak Disarankan ❌
ID_10670,Surabaya,Jawa Timur,"Jl. Sisingamangaraja No. 153, Surabaya",-7.279526,112.748945,7027993,16041,72,68063666,65,C,Cukup (Perlu Strategi) ⚠️
